8470,Kauklahti 14:49 U
8678,Ilmala 14:44 P
8706,Huopalahti 18:17 P
8468,Kauklahti 14:19 U
8117,Huopalahti 14:12 A
8478,Kauklahti 16:49 U
8479,Kauklahti 16:40 U
8360,Huopalahti 16:26 E
9393,Hiekkaharju 16:12 K
9368,Malmi 15:31 K
8485,Espoo 18:07 U
8363,Espoo 16:52 E
8485,Leppävaara 17:54 U
8479,Leppävaara 16:24 U
8374,Kera 19:47 E
8487,Kauklahti 18:40 U
8486,Kauklahti 18:49 U
8491,Kauklahti 19:40 U
8482,Kauklahti 17:49 U
8488,Kera 19:31 U
